"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Romania","ROU","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","4467400","6064900","6567100","7591900","8423200","9454400","10180200","11450000","13554400","16695500","15626700","16234400","15646500","16838600","17125400","19937900","20445300","30964690","81953100","118153000","228625900","468410700","721530000","1132900000","1884010000","2210970000","2966890000","4633120000","11093756200","14772554200","18451761900","27030451100","35976919000","48726077000","78942859112","92617790566","79369307945","81592250029","85834934836","89020177538","100314457601","",
"Russian Federation","RUS","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23249000000","67082000000","150147000000","191098000000","294132000000","338610000000","517073000000","869200000000","1184100000000","1491300000000","2165200000000","2831400000000","3838700000000","5564200000000","7570300000000","7653400000000","8325600000000","10859900000000","12857400000000","13753600000000","15536600000000","",
"Rwanda","RWA","Money (current LCU)","FM.LBL.MONY.CN","","","","","906000000","1171000000","1230000000","1478000000","1563800000","1824900000","2164900000","2472400000","2520100000","3565300000","4287500000","4850300000","6516100000","8034500000","8960600000","11254500000","12026300000","11728500000","11442200000","12294400000","13332300000","14576700000","17212100000","17668600000","18210400000","15930500000","16723700000","18023100000","22508900000","24919400000","28810000000","40658400000","45423000000","55745900000","55291000000","59172350000","63110000000","63911700000","70372750000","82305350000","99941149000","129326213171","","","","","","","","","",
"South Asia","SAS","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","Money (current LCU)","FM.LBL.MONY.CN","921000000","972000000","1082000000","1309000000","1373000000","1495000000","1723000000","1920000000","2202200000","2324400000","2403600000","2649600000","3776900000","5285400000","7332600000","14181400000","24271200000","38413700000","49209500000","54704200000","58955400000","72980700000","83781800000","84934100000","82976300000","81825800000","86277100000","90542800000","93429100000","91384000000","101944200000","120003900000","123457765000","121509196000","125694200000","125410100000","133114100000","141290600000","140406900000","156815800000","165709900000","179699400000","202572849000","223222386000","263940376000","284572327000","312943214000","384110407000","426021103000","521874970000","625913969000","761437141000","917570050000","1000827221000","",
"Sudan","SDN","Money (current LCU)","FM.LBL.MONY.CN","37130","44550","52310","65920","62520","66060","73950","81800","80880","101220","115580","123790","144430","175640","237150","281260","350160","496990","633510","836510","1097410","1530910","2090980","2336100","2764150","4144600","5848800","7768300","11218000","18898800","27658900","44305000","89190000","157038000","242768500","404636000","753593000","998454000","1290778000","1650090000","2345868620","2713880000","3522636156.8","4584822000","6043687878.7177","8130063539.7581","11314163022.2567","12455300158.34","14900067045.12","17783779883.25","22067459114.38","26976060953.54","35246176992.16","40213197882.63","",
"Senegal","SEN","Money (current LCU)","FM.LBL.MONY.CN","","","35270000000","30880000000","30080000000","28960000000","27110000000","25310000000","28360000000","27970000000","34500000000","35203000000","39115000000","44204000000","67769000000","75182000000","94889000000","109117000000","126527000000","121213999999.75","137939000000","163225999999.949","188997999999.951","189151999999.953","191645000000","193487100000","226986200000","214421400000","214907500000","230829500000","204201500000","213216000000","217389000000","197745700000","305340600000","316756500000","343619700000","343211900000","397003700000","439757300000","464854900000","540960800000","563945100000","832155600000","906360100000","981692200000","1104509900000","1266571400000","1252720900000","1366893200000","1549153600000","1649650500000","1778050400000","1986842800000","",
"Singapore","SGP","Money (current LCU)","FM.LBL.MONY.CN","","","","841000000","854000000","882000000","1006000000","985000000","1196000000","1417000000","1631000000","1760000000","2385000000","2632000000","2858000000","3472000000","4000000000","4412000000","4926000000","5706000000","6135000000","7242000000","8157000000","8607000000","8866000000","8785000000","9822000000","11031000000","11958000000","13745000000","15261000000","16430000000","18515000000","22882000000","23411000000","25350000000","27040000000","27511000000","27239000000","31109000000","33262000000","36083000000","35828300000","38722400000","44161900000","46085500000","52242700000","63938500000","75703400000","93472500000","112487500000","130592300000","140709300000","154603600000","",
"Solomon Islands","SLB","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","7817000","10991000","15140000","14228000","15775000","18434000","28323000","28330000","30376000","37228000","49031000","50901000","64458000","79542000","104911000","123933000","162879000","170956000","197752000","212448000","212101000","266544000","251001692","237671170","248756370","329749370","368723810","588412150","775330121.56","974748172.51","995399063.12","1127553090.88","1303805008.72","1872841015.49","2395803399.79","2698461446.82","",
"Sierra Leone","SLE","Money (current LCU)","FM.LBL.MONY.CN","18310000","19410000","20940000","20180000","21320000","21670000","21910000","22440000","27450000","31800000","28910000","32490000","38910000","48280000","54860000","60280000","72100000","84450000","107430000","127500000","152540000","151880000","253220000","359380000","486170000","899730000","1851500000","2888500000","4637070000","8674900000","14252540000","25091840000","31387200000","35053350000","38541800000","49901700000","53207584000","83611000000","89744436023.23","134078478703.88","139956632494.17","184112773421.082","239238817266.362","283592464483.6","333351925121.49","408716740556.81","472024700696.07","711010820371.27","855721629311.93","1159232669503.04","1489761881951.11","1865370584776.27","2203702708125.12","2387492988812.1","",
"El Salvador","SLV","Money (current LCU)","FM.LBL.MONY.CN","77200000.03088","73680000.029472","73376000.0293504","88360000.035344","93416000.0373664","93688000.0374752","98784000.0395136","101060000.040424","105884000.042354","115236000.046094","118112000.047245","126144000.050458","155832000.062333","186412000.074565","222624000.08905","259256000.103702","366676000.14667","395312000.158125","434768000.173907","528372000.211349","571420000.228568","574864000.229946","615640000.246256","599800000.23992","687560000","869760000","522500000","514860000","552880000","637520000","488717310.087173","515965346.534653","596030534.351145","710853517.877739","709246971.428571","801560822.387207","918596801.827527","919283266.70474","1004983780.69674","1152301998.8578","1094955384.7441","1266620013.39428","1161660045.62428","1206117419.47828","1361271041.68497","1455230980.54857","1656465542.36","1937561936.06","1956078964.03","2312510255.62","2641729011.66297","2780905693.78","2796428347.2","2891949082.68","",
"San Marino","SMR","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8599000000","9966000000","14779000000","26877000000","58112000000","93723000000","144941900000","160374600000","210872500000","276216500000","350568700000","348898400000","385239200000","396535700000","467615200000","507077000000","603990900000","",
"Sub-Saharan Africa (developing only)","SSA","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (all income levels)","SSF","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14225339700","23682675500","49202458000","47583546800","50122900000","61884700000","139968040000","176728900000","274992400000","267815600000","343520847000","453076398709.863","614034168274.397","837600880292.739","867119866084.125","1085967733795.52","1132493847922.35","1213330289959.93","1591250960366.6","",
"Suriname","SUR","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","61570","66000","76070","81410","93250","97880","127060","133670","161900","190510","210820","236070","262600","282950","345640","408220","441210","562730","864130","1209990","1542410","1921100","2139970","2223990","2856660","3188060","6005840","20848730","58068200","56932800","68434000","92214004.417","139719774.037","285536935.966","383274023.56561","690156277.83883","937545905.6638","1202259312.85","1250425962.92","1520581372.41","1912686930.69788","2422055161.65","2656323959.88","2984916976.78","3523150549.12","4290636647.99","4448391870.2","",
"Slovak Republic","SVK","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3870908849.49877","4110071034.98639","4967702316.93554","5754165836.81869","5498838212.83941","4873962690.03519","5080594835.02622","6172873929.49612","7487419504.74673","8124908716.7231","11749680309.3673","13434309234.5482","15536114983.735","17558852818.1637","19869547898.8249","18122850693.7529","","","","","","",
"Slovenia","SVN","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84331580.7043899","185620722.750793","268585044.233016","351161617.426139","434398764.813888","531718285.761976","631606952.094809","807915575.429811","996044985.690578","1110263347.09823","1337099296.68398","2242676692.49378","2552435185.55304","5022767484.56017","6244992488.7331","7095874436.65498","10057000000","10097000000","10911000000","12061000000","12388000000","12858000000","13063000000","",
"Sweden","SWE","Money (current LCU)","FM.LBL.MONY.CN","6526000000","6821000000","7255000000","7772000000","8297000000","8695000000","9247000000","10003000000","10460000000","10944000000","11402000000","12817000000","14150000000","15383000000","17324000000","20148000000","22188000000","24430000000","27584000000","30966000000","33613000000","36105999999.8748","38454999999.873","42843999999.8711","45509000000","46823000000","54886000000","58602000000","112608000000","126270000000","","","","","","","","","","","","715997000000","731505000000","886606000000","930834000000","1057994000000","1178805000000","1274988000000","1335453000000","1461129000000","1561225000000","1578031000000","1674313000000","1828817000000","",
"Swaziland","SWZ","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","16929000","23421000","28792000","34155000","37214000","40910000","49857000","51083000","58087000","60841000","67808000","76924000","115137000","125415000","142767000","168984000","192577000","211543000","254291000","290496000","311585000","363158000","423031000","491754000","500868000","662691000","660584000","730304000","805546000","1034267000","1080635660","1294762724.71","1358139556.7","1666781367.87","1972149520.24","2336988100","2539042346.44","2882002881","3438618613.12","4413850917.09","",
"Sint Maarten (Dutch part)","SXM","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","25400000","37700000","40300000","41900000","47800000","67600000","83800000","95000000","114700000","158700000","157700000","143000000","130900000","134100000","154200000","153100000","153900000","186100000","217000000","215400000","264200000","290000000","334300000","324400000","333740000","448556781.67","649365371.54","774498673.28","1071965856.95","1060053538.28","1951254569.92","2243281499.07","2522312823.14","2226488334.63","2465811830.49","2652896151.31","3266568571.15","4724958164.32","4783893120.11118","5354599436.98","6331272063.93261","6217441823.99453","7941857378.02071","",
"Syrian Arab Republic","SYR","Money (current LCU)","FM.LBL.MONY.CN","824000000","872000000","991500000","1029300000","1094700000","1239900000","1350000000","1619000000","1867200000","2087600000","2340800000","2502400000","3151100000","3796900000","5540400000","6965800000","8561000000","10924200000","13865800000","16119000000","21854100000","24831900000","29518400000","36978400000","45606500000","54976300000","61214000000","67820600000","79813700000","95029900000","118717100000","133468200000","156906700000","191431600000","207106200000","225038300000","244495000000","260927200000","281925800000","313317600000","368670000000","471901000000","556138000000","667891000000","662069056000","779810082000","812916410000","774064158197.68","938276253989.314","988039790888.262","1150390655872.66","","","","",
"Turks and Caicos Islands","TCA","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Money (current LCU)","FM.LBL.MONY.CN","5310000000","5610000000","5830000000","6530000000","6530000000","6590000000","6370000000","6510000000","7296000000","7677000000","8539000000","9170000000","9461000000","9454000000","14200000000","15585000000","19774000000","22510000000","27565000000","31572000000","26477000000","31679000000","33162000000","40753000000","65125000000","68344000000","69138000000","70596000000","61573000000","66459000000","66336000000","68810000000","62864000000","45470000000","59794000000","85330000000","113876000000","108471000000","99754000000","95851000000","113824000000","140129000000","171675000000","173537000000","176532000000","236274000000","358630000000","375103000000","474419000000","449879000000","568713000000","632431000000","726735000000","784603000000","",
"Togo","TGO","Money (current LCU)","FM.LBL.MONY.CN","","","3630000000","3800000000","4420000000","5220000000","5740000000","6670000000","7549000000","9690000000","10151000000","11878000000","11824000000","11560000000","25084000000","21560000000","32941000000","36450000000","48095000000","52660000000","55336000000.002","79967999999.5933","90072999999.5916","83068999999.7011","90686000000","82735800000","89671500000","91043300000","64377400000","63154500000","75250700000","78480700000","57112000000","46570700000","95293700000","131199000000","120958000000","123250500000","131768100000","144773700000","177154100000","161651300000","147845700000","154749000000","193313700000","186396900000","250187700000","278429800000","335856800000","372911500000","419369900000","497830700000","525390500000","515421900000","",
"Thailand","THA","Money (current LCU)","FM.LBL.MONY.CN","10280000000","11270000000","11256000000","10223000000","10868000000","13072000000","14694000000","15713000000","17853290000","18805100000","20338750000","22566400000","25795700000","30940490000","34001200000","36028000000","42332800000","45450200000","55463500000","63827700000","72070300000","73897800000","78197600000","82260100000","87432500000","84308800000","101606800000","129356900000","145445000000","170654000000","188845871000","215936166000","242519684000","285372079000","321922500000","364239678000","383393728211.24","404477500000","394889400000","566547600000","495533500000","553249400000","630753700000","741283252846.29","803714537635.96","862823924899.93","880059316422.42","965370267642.21","1003730250963.45","1135175586574.41","1260349177572.64","1368330867668.42","1548251418465.68","1608096729463.23","",
"Tajikistan","TJK","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59431619","69900497","102715420","134373469","193757507","292024234","463700237","750823093","969374345","1267912098","1842363349.88","2560455417.874","2887034592.55789","3674495049.10789","4510531600.2797","5318803950.38","",
"Turkmenistan","TKM","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","348649.2","3276921.4","21030278.8","79111143.8","161648840.4","256715905.4","334426241.4","530223745","612313492.2","","","","","","","","","","","","","",
"Timor-Leste","TLS","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32694833.51","32291630.94","39493796.35","53574234.85","75471388.39","104290951.18","157442604.28","141385499.32","162684048.26","205763221.69","279466346.46","",
"Tonga","TON","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17071000","22221000","25636000","22412000","26863000","23983000","21995000","22551000","23412000","24505362","29914618","32980918","56586126","68298678","79402869","79679543","80998380","78407210","92886873","96364874","90898738","107086682","122766451","146017081.32","171663571.72","",
"Trinidad and Tobago","TTO","Money (current LCU)","FM.LBL.MONY.CN","103300000","113500000","103600000","121800000","121200000","115900000","125700000","129600000","138500000","139600000","151400000","176800000","211100000","212600000","269900000","392400000","571800000","725300000","936300000","1146700000","1337000000","1854700000","2547200000","2434500000","2294000000","2260500000","2088200000","2170300000","1875500000","2133100000","2575900000","2921600000","2696000000","3136500000","3748200000","3923400000","3685028321","4464087000","4724828000","5306818386","5657964047","6993738047","9232557332","8981565514","10777679884","14906476692.22","15885960801.41","16942293403.18","19950446243.11","28326802313.27","29932719656.57","30042864951.55","42689410533.62","43293723621.11","",
"Tunisia","TUN","Money (current LCU)","FM.LBL.MONY.CN","87850000","95090000","103840000","129828000","128479000","130361000","142287000","152086000","171365000","181476000","192660000","241177000","278207000","323141000","404306000","475420000","513764000","575693000","688108000","785761000","950695000","1164604000","1455075000","1699237000","1814279000","2059123000","2111587000","2125674000","2494422000","2524064000","2678109000","2697286000","2893950000","2997953000","3318610000","3637469000","4108816000","4644522000","4994239000","5794079000","6369494000","7013997000","6892490000","7264541000","8035640000","9139519000","10339329000","11579170000","12990820000","14873910000","16454223000","19657584000","20755673000","21773705000","",
"Turkey","TUR","Money (current LCU)","FM.LBL.MONY.CN","9192","9887","10837","12035","14234","16398","19780","22690","25800","30110","35621.999999875","43990.999999875","53724.999999875","71063","90668","118943","151763","210282","288872","456479.999998","756125.00000025","1022218","1410708","2086900","2481800","3454200","5018900","8332000","10860200","18668700","29683700","43593400","75283800","124108100","225307300","377145100","868246000","1468346800","2346654000","4524790236.645","7279729635","12316830000","31218825170.38","38131292624","47354167124.325","81562347015","90028554271.47","96353639387","104621571247.75","129348182900","157653853900","180759318569","196038768500","238410070500","",
"Tuvalu","TUV","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","1124000000","1200400000","1298800000","1656300000","1678900000","2058400000","2326800000","2774700000","3456390000","4283800000","5331600000","6382800000","6826900000","10435400000","13345900000","15396200000","18323100000","20564300000","20608300000","25514200000","35809500000","47130600000","64600400000","83716660000","113002290000","138802830000","186117630000","247327810000","329625740000","428284000000","449214000000","493869000000","545517000000","632582000000","695006455000","1003910823285.86","1311852181625.63","1525606151491.28","1864654325265.99","2469469006736.35","2918834325038.5","3580786521672.82","4289750840588.5","4855673803383.49","6297163113462.35","7801383840695.46","8867852460584.81","9648031130299.33","",
"Uganda","UGA","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","6740000","6980000","8512550","9544000","11076000","11217000","15238000","21029000","29933000","32344000","44424000","57717000","69765000","105390000","138765000","279179000","293513000","424485000","947621000","2190139000","5958695000","15761200000","35463000000","56740000000","85110000000","127666000000","206010520000","259395500000","354020200000","408700700000","450836000000","512532000000","612437200000","689357628000","805492294977","1141315116509","1416780169841","1714135156406","1849521641185","2111574464167","2517571192298.63","3085531498924","3780125791231.78","4400957377261.55","5930229002328.46","6347016482096.68","7347653983062.25","7965231656321.51","",
"Ukraine","UKR","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20690220","341910250","1859989510","4681885830","6315465580","9050399521","10385967829.04","14161847154.06","20828141514.09","32959016918.2","44592578793.98","58705472110.6","74117361437.68","108516253109.47","136315269978.98","201898572962.2","260130049785.48","275191271133.89","331459130215.99","362958130982.88","380198287513.8","436196471685.11","",
"Upper middle income","UMC","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","Money (current LCU)","FM.LBL.MONY.CN","2394","2924","2832","3652","5185","10510","13372","28431","44792","67027","74358","113831","177510","307530","490150","834000","1380000","1938000","3588000","6160000","9082000","9838000","13276000","14090000","21190000","44152000","81100000","129679000","203775000","365172000","716562000","1407836000","2410197000","3804564000","5341131000","7066298000","8819053293","10294558270","14420335609.71","14873870485.2","14355814960.95","31532813836.35","36810482981.56","51294033623.1","58214503135.22","64754827060.68","75841749312.09","90516495827.96","120218454912.53","121378612168.792","156218835488.862","186610991258.48","203325423218.06","241651012320.822","",
"United States","USA","Money (current LCU)","FM.LBL.MONY.CN","152161000000","158208000000","161598000000","168740000000","177539000000","184447000000","187931000000","202161000000","219015000000","226926000000","241016000000","257462000000","280832000000","297690000000","302956000000","323747000000","335639000000","369722000000","408052000000","446184000000","464535000000","484822000000","522694000000","562481000000","609688000000","691352000000","814087000000","815898000000","855445000000","863436000000","907119000000","985804000000","1104031000000","1210250000000","1206611000000","1179213000000","1172299000000","1178595000000","1187174000000","1281511000000","1211513000000","1213522198181.05","1224233720540.51","1318722188582.54","1404769853877.03","1405051076739.35","1379489380284.04","1380379526482.16","1443464897284.43","1716610055524.74","1754563491276.29","2366374004049.23","2580303830077.73","2832556026412.6","",
"Uzbekistan","UZB","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","13347000","16075000","16607000","22617000","27718000","28061000","33280000","34799000","40562000","42754000","52553000","63159000","53628000","64203000","71456000","76974000","63789000","96219000","95760000","116446000","112888802","120543009","150958109","172012191","212299260","239852766","272607216","281445931","299691079","355830099","389397363","426097109","469216301","461114087","412870934","420062208.197378","417453882.640526","419831303.617682","471166845.954468","",
"Venezuela, RB","VEN","Money (current LCU)","FM.LBL.MONY.CN","3574000","3684000","3604000","3885000","4411000","4916000","4992900","5538000","6052100","6596300","7025700","8139700","9601400","11425600","16868600","25518900","28698800","36975300","43852800","46345000","54261400","58023700","60441400","75958500","96253900","104705500","109322400","111670800","142452900","153133000","214507000","327214000","363531000","407219000","974120000","1343964000","3389136579.23789","5580992743.78758","5172170445.6709","6501335292.5169","9443554731.9359","17209089227.8214","19810922766.0371","32328042702.537","48401079461.0703","71004244555.7065","107901634292.231","135609679742.997","170960960506.88","224247322354.75","303517547567.24","468876126358.68","731123443641.24","1167257721467.14","",
"Virgin Islands (U.S.)","VIR","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14550586000000","19013798000000","","26240009000000","32851810000000","39783046000000","45205980000000","68360139000000","90989040000000","112408300000000","125329200000000","157024900000000","197988559000000","242001906000000","292214550000000","435167526000000","433317987000000","565212994000000","625451341000000","686119843000000","840134228958222","989320873000000","",
"Vanuatu","VUT","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","988000000","1245000000","1528000000","1707000000","1536000000","1266610000","1457680000","1826240000","2098930000","2182350000","2144180000","2832900000","2513370000","3070960000","2675260000","3411910000","3560430000","3965980000","3904130000","4278240000","4223710000","4482950000","4966420000","4898180000","4932660000","7938731000","11522372000","12153352000","12730291000","14036239000","15764233000","18411769000","20012043000","22448323187","22132418395","22413349505","22634353436","26475861621","",
"West Bank and Gaza","PSE","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614609511","685691925","815070406","","","","","","","","","","","","","","",
"World","WLD","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Samoa","WSM","Money (current LCU)","FM.LBL.MONY.CN","","829000","975000","1048000","1267000","1195000","1152000","1092000","1120000","902000","1278000","1937000","2312000","2763000","3206000","3478000","4044000","4755000","5225000","5770000","9138000","14106000","17423000","16929000","19362000","19960000","21630000","28690000","30190000","33160000","47290000","42930000","38040000","43650000","47200000","60940000","60820000","74530000","66530000","80320000","93280000","106830000","109720000","133820000","134690000","177650000","187645000","192305000","188780000","223838000","264632000","253589000","246259000","285556000","",
"Yemen, Rep.","YEM","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56498400000","62995000000","78314200000","103305500000","139589800000","164019300000","156578800000","166384000000","179927200000","207196500000","247248400000","283149000000","306449500000","347465300000","390541250000","442463500000","558460680000","613748051000","680158510000","758560991170","786560281585","992999842494","1104819962764","1116583014820","",
"South Africa","ZAF","Money (current LCU)","FM.LBL.MONY.CN","","","","","","1408400000","1541750000","1647400000","1990100000","2159200000","2191650000","2373900000","2733950000","3301650000","3926150000","4193600000","4330600000","4516500000","4978400000","6039600000","8220100000","11068200000","12901300000","16345200000","23145100000","21045050000","22903150000","31672350000","39526700000","42782150000","50354250000","68839000000","70809000000","75550000000","94511000000","111844000000","147664000000","173335000000","213531630000","259935420000","266184070000","175628170000","197018053000","218942809000","245326909000","294038696000","339386987000","402115740768.1","420745746051.9","423064503814.7","473442147070.5","513211792116.6","577455387768.6","637451193240.8","",
"Congo, Dem. Rep.","COD","Money (current LCU)","FM.LBL.MONY.CN","","","","0.000146333333333333","0.000177676666666667","0.000206493333333333","0.000258886666666667","0.000370086666666667","0.000454116666666666","0.00050177","0.000622716666666666","0.000621456666666666","0.000776593333333333","0.00096217","0.00129474","0.00152964333333333","0.00219867333333333","0.00342183","0.00536191333333333","0.00523345333333334","0.00903333","0.01400443","0.0246945133333333","0.33903376","0.0581139666666667","0.0763089666666667","0.120518433333333","0.227940199999999","0.500364666666667","0.877551000000001","2.42025333333334","60.18354","2536.49138333334","64950","3725130","18894730","","","","","20262784623","56922946000","82944398000","107795591207","189573208671.343","246513447725.349","371992080723.751","545762174997.568","808220873717.826","1238282742706.67","1716652084845.9","1872381211225.14","2173119932210.21","2520376679087.91","",
"Zambia","ZMB","Money (current LCU)","FM.LBL.MONY.CN","","","","","","76480","105250","121890","160710","201320","252040","198580","201340","258900","265680","330570","400430","392800","396840","516630","518980","563660","689460","795280","869890","1231450","2303730","3225080","5243820","7946600","12764300","22658700","","97330700","140966800","227058233","271134799","355220719","414940666.12338","513022906.76517","775851025.21719","2026899206.4","2454704116.4","2976486000.47595","3900970182.5495","3823713482.39575","5773489882.53692","7118170887.16023","8490478563.8902","9096733483.23846","12269387796.1821","14325983157.233","16266676421.2722","19129315223.102","",
"Zimbabwe","ZWE","Money (current LCU)","FM.LBL.MONY.CN","","","","","","","","","","","","","","","","324100000000","272879100000","290683900000","319895200000","463200000","630000000","678800000","825200000","741698581.881462","873900000","1020800000","1126800000","1258900000","1617300000","1933100000","1008254995.12856","885530928.717525","630388709.570548","967027175.822927","907484705.055879","1300540146.26241","1387107039.06215","1760331234.26528","1112027060.12052","926163180.195252","1224634660.29543","2399408875.6042","6480217806.73314","2992013491.54477","1352746318.36875","2001173838.68515","3874413466.17182","","","","","","","","",
